,trialNum,drawDuration,repetition,gameID,target,condition,generalization,outcome,bis
137,18,-0.7956913426933886,3,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,0.538814615760834,1.3345059584542227
138,19,0.09156863154965289,3,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,0.4472459842111811
139,20,1.0644806786510033,3,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.538814615760834,-0.5256660628901693
140,21,-1.614907161494986,4,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,-1.855917009842873,-0.24100984834788708
141,22,0.6956097307315962,4,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,-0.15679511497076215
142,23,-1.655196464058999,4,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,-1.855917009842873,-0.2007205457838741
143,24,1.611818314965077,4,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.538814615760834,-1.073003699204243
144,25,-0.8947731830730355,5,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,-1.855917009842873,-0.9611438267698375
145,26,1.0674650714335232,5,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,-0.5286504556726892
146,27,0.424626866078828,5,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,0.11418774968200601
147,28,0.7135160874267127,5,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,0.538814615760834,-0.17470147166587868
148,29,0.22497098892827452,6,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,0.3138436268325595
149,30,-0.8488135342222356,6,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,0.538814615760834,1.3876281499830696
150,31,-0.19881278618949233,6,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.538814615760834,0.7376274019503264
151,32,-0.7067564377743075,6,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,1.2455710535351416
152,33,-0.6419951143936351,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_01,control,between,0.538814615760834,1.180809730154469
153,34,-1.3973449276493166,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,1.9361595434101506
154,35,-0.43278918033901936,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,-1.855917009842873,-1.4231278295038536
155,36,1.3536683392771414,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,-0.8148537235163074
156,37,-0.20836284309355468,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.538814615760834,0.7471774588543887
157,38,1.576005601574843,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_06,control,between,0.538814615760834,-1.037190985814009
158,39,1.8084897993331106,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_07,control,between,0.538814615760834,-1.2696751835722766
159,40,1.1934064468558465,7,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_00,control,between,0.538814615760834,-0.6545918310950125
160,1,1.1081380725227699,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.538814615760834,-0.5693234567619359
161,2,0.6453366558583852,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,-0.10652204009755117
162,3,0.4527436588226526,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_05,control,between,-1.8559170098428728,-2.3086606686655253
163,4,2.323297582688172,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,-1.8559170098428728,-4.179214592531045
164,5,1.8678351601371588,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_04,control,between,-1.8559170098428728,-3.7237521699800316
165,6,0.5227976935411928,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_02,control,between,0.538814615760834,0.01601692221964124
166,7,1.7808791995817643,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,dining_03,control,between,0.538814615760834,-1.2420645838209303
167,8,-0.17329477842398136,0,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,0.7121093941848153
168,9,0.46030504669703526,1,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,-1.8559170098428728,-2.316222056539908
169,10,2.0137254673605303,1,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,-1.4749108515996963
170,11,0.7674308306535538,1,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,-0.22861621489271977
171,12,0.6495621373175984,1,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.538814615760834,-0.11074752155676437
172,13,-0.5607047101055572,2,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,1.0995193258663911
173,14,-0.5280128272369056,2,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,-1.8559170098428728,-1.3279041826059672
174,15,0.04442871360602056,2,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,0.49438590215481343
175,16,0.6751374198338903,2,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,0.538814615760834,-0.1363228040730563
176,17,0.07645341519163881,3,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,0.538814615760834,0.46236120056919516
177,18,-0.738397325153536,3,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.538814615760834,1.2772119409143698
178,19,-0.16595578431061023,3,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,0.7047704000714442
179,20,1.3905781490070424,3,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,-0.8517635332462083
180,21,-0.45795879251836585,4,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,0.9967734082791999
181,22,-0.935882984931515,4,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.538814615760834,1.4746976006923491
