,trialNum,numStrokes,repetition,gameID,target,condition,generalization,outcome,bis
144,25,0.1701142966741549,5,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,0.32988445332897
145,26,-0.3969333589063618,5,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,0.8969321089094866
146,27,-0.3969333589063618,5,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,0.4999987500031249,0.8969321089094866
147,28,1.8712572634157048,5,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,-1.3712585134125799
148,29,-0.3969333589063618,6,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,0.8969321089094866
149,30,0.1701142966741549,6,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,0.32988445332897
150,31,-0.3969333589063618,6,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,0.4999987500031249,0.8969321089094866
151,32,-0.9639810144868783,6,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,1.4639797644900032
152,33,0.1701142966741549,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_01,control,within,0.4999987500031249,0.32988445332897
153,34,0.1701142966741549,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_04,control,within,0.4999987500031249,0.32988445332897
154,35,-0.9639810144868783,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_02,control,within,-1.9999950000125002,-1.0360139855256218
155,36,-0.9639810144868783,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,1.4639797644900032
156,37,0.1701142966741549,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,0.32988445332897
157,38,-0.9639810144868783,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,1.4639797644900032
158,39,-0.3969333589063618,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_05,control,within,0.4999987500031249,0.8969321089094866
159,40,-0.9639810144868783,7,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,0.4999987500031249,1.4639797644900032
160,1,2.6093105900872193,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_04,repeated,between,-2.6457433110887805,-5.255053901176
